Successfully loaded: saved_agents\deep_q_learning\random\random-10000
Iteration: 1, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00974472239613533
Iteration: 824, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0072655389085412025
Iteration: 825, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009727858938276768
Iteration: 826, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009007749147713184
Iteration: 827, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006848587654531002
Iteration: 828, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005783042870461941
Iteration: 829, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006680076010525227
Iteration: 830, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00950892735272646
Iteration: 831, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00996851734817028
Iteration: 832, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008313694968819618
Iteration: 833, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009939402341842651
Iteration: 834, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009401174262166023
Iteration: 835, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009655900299549103
Iteration: 836, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011187355034053326
Iteration: 837, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009889916516840458
Iteration: 838, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008801368065178394
Iteration: 839, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.012779796496033669
Iteration: 840, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.01129989419132471
Iteration: 841, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009608357213437557
Iteration: 842, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.012746954336762428
Iteration: 843, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011277807876467705
Iteration: 844, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004663728177547455
Iteration: 845, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006050199270248413
Iteration: 846, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0045663174241781235
Iteration: 847, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017951056361198425
Iteration: 848, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00700658094137907
Iteration: 849, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0033990521915256977
Iteration: 850, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002246825024485588
Iteration: 851, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0011026998981833458
Iteration: 852, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005606448277831078
Iteration: 853, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005124323535710573
Iteration: 854, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0036183418706059456
Iteration: 855, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0015468783676624298
Iteration: 856, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0050085606053471565
Iteration: 857, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0036600041203200817
Iteration: 858, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0004410305991768837
Iteration: 859, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0042833127081394196
Iteration: 860, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -6.422586739063263e-05
Collision detected, score: 0
Iteration: 861, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.00463767210021615
Iteration: 862, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004292979836463928
Iteration: 863, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0028213877230882645
Iteration: 864, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005675542633980513
Iteration: 865, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005264738574624062
Iteration: 866, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0014210222288966179
Iteration: 867, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043724197894334793
Iteration: 868, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0003449292853474617
Iteration: 869, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0018552988767623901
Iteration: 870, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002821379341185093
Iteration: 871, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005376496817916632
Iteration: 872, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005158834625035524
Iteration: 873, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005859615746885538
Iteration: 874, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002437031362205744
Perfoming an random action
Iteration: 875, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0014892090111970901
Iteration: 876, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002252996899187565
Iteration: 877, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 4.48739156126976e-05
Perfoming an random action
Iteration: 878, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0012874118983745575
Iteration: 879, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0006162431091070175
Iteration: 880, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0019314270466566086
Iteration: 881, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.001413922756910324
Iteration: 882, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002123415470123291
Iteration: 883, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0028987512923777103
Iteration: 884, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.000918869860470295
Iteration: 885, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0024743452668190002
Iteration: 886, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0036914078518748283
Collision detected, score: 0
Iteration: 887, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.0026582544669508934
Iteration: 888, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0013316972181200981
Iteration: 889, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007641723845154047
Iteration: 890, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005012462846934795
Iteration: 891, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005493575241416693
Iteration: 892, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009373389184474945
Iteration: 893, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005003664642572403
Iteration: 894, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004594935104250908
Iteration: 895, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028003468178212643
Iteration: 896, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008488083258271217
Iteration: 897, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010890141129493713
Iteration: 898, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030139251612126827
Iteration: 899, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005339952185750008
Iteration: 900, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004774799104779959
Iteration: 901, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0021045105531811714
Iteration: 902, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0023565771989524364
Iteration: 903, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0011561401188373566
Iteration: 904, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008004233241081238
Iteration: 905, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002270813100039959
Iteration: 906, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0022749993950128555
Iteration: 907, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0005448758602142334
Iteration: 908, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043363217264413834
Iteration: 909, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -1.911912113428116e-05
Iteration: 910, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017676809802651405
Iteration: 911, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0024338411167263985
Iteration: 912, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0015020277351140976
Iteration: 913, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009316382929682732
Perfoming an random action
Iteration: 914, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.000357605516910553
Iteration: 915, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0005586985498666763
Iteration: 916, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0014428719878196716
Iteration: 917, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0019331835210323334
Iteration: 918, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0022714724764227867
Iteration: 919, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010699361562728882
Iteration: 920, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0098269023001194
Iteration: 921, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008271576836705208
Iteration: 922, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00994080025702715
Iteration: 923, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007291259244084358
Iteration: 924, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006827194709330797
Iteration: 925, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0062957932241261005
Iteration: 926, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008625766262412071
Iteration: 927, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.014156028628349304
Iteration: 928, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.01254056766629219
Iteration: 929, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.01249607838690281
Iteration: 930, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.012184513732790947
Iteration: 931, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.014633923768997192
Iteration: 932, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.012081059627234936
Iteration: 933, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.012012027204036713
Iteration: 934, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010973640717566013
Iteration: 935, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006827706471085548
Iteration: 936, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006354162469506264
Iteration: 937, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0064013623632490635
Iteration: 938, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006137371063232422
Iteration: 939, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0020479243248701096
Iteration: 940, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.004555889405310154
Iteration: 941, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.004854151979088783
Iteration: 942, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.001936454325914383
Iteration: 943, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0008630761876702309
Iteration: 944, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0020636552944779396
Iteration: 945, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.000337209552526474
Iteration: 946, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.000675031915307045
Iteration: 947, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00025319959968328476
Iteration: 948, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0008185263723134995
Iteration: 949, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -2.543814480304718e-05
Iteration: 950, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005291676614433527
Iteration: 951, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00529493298381567
Iteration: 952, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0018482133746147156
Iteration: 953, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010994803160429
Iteration: 954, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0017118770629167557
Iteration: 955, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0037640612572431564
Iteration: 956, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0049727968871593475
Collision detected, score: 0
Iteration: 957, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.001348833553493023
Iteration: 958, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0032701329328119755
Iteration: 959, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006017245817929506
Iteration: 960, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008753628470003605
Iteration: 961, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006720392033457756
Iteration: 962, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009373389184474945
Iteration: 963, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005003664642572403
Iteration: 964, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004594935104250908
Iteration: 965, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028003468178212643
Iteration: 966, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008488083258271217
Iteration: 967, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010890141129493713
Iteration: 968, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030139251612126827
Iteration: 969, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005339952185750008
Iteration: 970, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004774799104779959
Iteration: 971, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0021045105531811714
Iteration: 972, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0023565771989524364
Iteration: 973, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0011561401188373566
Iteration: 974, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008004233241081238
Iteration: 975, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002270813100039959
Iteration: 976, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0022749993950128555
Iteration: 977, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0005448758602142334
Iteration: 978, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043363217264413834
Iteration: 979, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -1.911912113428116e-05
Iteration: 980, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0018062181770801544
Iteration: 981, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017812466248869896
Iteration: 982, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0006678253412246704
Iteration: 983, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0007416354492306709
Iteration: 984, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -5.231238901615143e-05
Iteration: 985, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0009696194902062416
Iteration: 986, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0012078871950507164
Iteration: 987, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.000988808460533619
Iteration: 988, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0031441356986761093
Iteration: 989, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007277422584593296
Iteration: 990, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009626835584640503
Iteration: 991, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0067928628996014595
Iteration: 992, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006065732333809137
Iteration: 993, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011913604103028774
Iteration: 994, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010889807716012001
Iteration: 995, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010500788688659668
Iteration: 996, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007326423190534115
Iteration: 997, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011480476707220078
Iteration: 998, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007850504480302334
Iteration: 999, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010859300382435322
Iteration: 1000, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010164393112063408
Iteration: 1001, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009597346186637878
Iteration: 1002, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00868457555770874
Iteration: 1003, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008441135287284851
Iteration: 1004, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0077204410918056965
Iteration: 1005, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004723802208900452
Iteration: 1006, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004543464630842209
Iteration: 1007, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0036259209737181664
Iteration: 1008, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0003779064863920212
Iteration: 1009, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 5.156639963388443e-05
Iteration: 1010, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002939297817647457
Iteration: 1011, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0038872957229614258
Collision detected, score: 0
Iteration: 1012, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.0025689173489809036
Iteration: 1013, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002358171623200178
Iteration: 1014, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.010782245546579361
Iteration: 1015, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0022146226838231087
Iteration: 1016, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006692786701023579
Iteration: 1017, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009373389184474945
Iteration: 1018, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005003664642572403
Iteration: 1019, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004594935104250908
Iteration: 1020, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028003468178212643
Iteration: 1021, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008488083258271217
Iteration: 1022, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010890141129493713
Iteration: 1023, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030139251612126827
Iteration: 1024, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005339952185750008
Iteration: 1025, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004774799104779959
Iteration: 1026, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0021045105531811714
Iteration: 1027, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0023565771989524364
Iteration: 1028, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0011561401188373566
Iteration: 1029, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008004233241081238
Iteration: 1030, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002270813100039959
Iteration: 1031, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0022749993950128555
Iteration: 1032, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0005448758602142334
Iteration: 1033, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043363217264413834
Iteration: 1034, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -1.911912113428116e-05
Iteration: 1035, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0015294244512915611
Iteration: 1036, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017284462228417397
Iteration: 1037, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00015972740948200226
Iteration: 1038, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.00027046725153923035
Iteration: 1039, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0011511826887726784
Iteration: 1040, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0005334196612238884
Iteration: 1041, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003528295550495386
Iteration: 1042, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0038860621862113476
Iteration: 1043, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0033678337931632996
Iteration: 1044, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004893110599368811
Iteration: 1045, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006989823654294014
Iteration: 1046, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004268806427717209
Iteration: 1047, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0033465265296399593
Iteration: 1048, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004490838386118412
Iteration: 1049, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0018113525584340096
Iteration: 1050, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005511168856173754
Iteration: 1051, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005919894203543663
Iteration: 1052, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00532170245423913
Iteration: 1053, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0019115209579467773
Iteration: 1054, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00237894244492054
Iteration: 1055, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004184430465102196
Iteration: 1056, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003848315216600895
Iteration: 1057, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005611628293991089
Iteration: 1058, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0049777342937886715
Iteration: 1059, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0022578840143978596
Iteration: 1060, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0010809944942593575
Iteration: 1061, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0068717291578650475
Iteration: 1062, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005616980604827404
Iteration: 1063, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0026987148448824883
Iteration: 1064, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0037841093726456165
Iteration: 1065, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0025762515142560005
Iteration: 1066, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004711887799203396
Iteration: 1067, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0039976732805371284
Iteration: 1068, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0068768528290092945
